step,"gamma=0.5,cap=0.5","gamma=0.1,cap=0.1","gamma=2.0,cap=1.0","gamma=0.1,cap=2.0","gamma=1.0,cap=2.0","gamma=0.1,cap=0.5","gamma=0.1,cap=1.0","gamma=2.0,cap=0.1","gamma=2.0,cap=0.5","gamma=2.0,cap=2.0","gamma=0.5,cap=2.0","gamma=0.5,cap=0.1","gamma=1.0,cap=0.1","gamma=0.5,cap=1.0","gamma=1.0,cap=1.0","gamma=1.0,cap=0.5"
670,6.1869945966464e-07,0.6850854754447937,0.021890422329306602,3.8848324948048685e-06,3.569455202523386e-06,0.6850840449333191,9.529110684525222e-06,0.37573933601379395,0.028941283002495766,0.00023031613091006875,2.4099899746943265e-06,6.603605697819148e-07,6.472521363320993e-06,5.574945589614799e-06,5.9890944612561725e-06,6.393203875632025e-06
680,6.282315325734089e-07,0.6850857734680176,0.016002142801880836,3.565975021047052e-06,3.5640550777316093e-06,0.6850844025611877,9.552146366331726e-06,0.37482598423957825,0.028112240135669708,0.00018522997561376542,2.3604654870723607e-06,6.277477950789034e-07,6.7684654823096935e-06,4.729167812911328e-06,6.147667590994388e-06,6.649661827395903e-06
690,5.726712970499648e-07,0.6850858330726624,0.004941015969961882,3.37788105753134e-06,3.5508953715179814e-06,0.6850845217704773,9.416733519174159e-06,0.37253955006599426,0.028033312410116196,0.00019964590319432318,2.415042672510026e-06,6.689069209642184e-07,7.012663445493672e-06,3.6457158785196953e-06,1.5267047274392098e-05,6.9813322625122964e-06
700,6.099045322116581e-07,0.6850860118865967,0.003562848549336195,3.196478928657598e-06,3.4194094951089937e-06,0.6850848197937012,9.313359441875946e-06,0.3695952594280243,0.027931302785873413,0.00016049123951233923,2.4487612790835556e-06,6.904107294758433e-07,7.239810656756163e-06,2.5573947368684458e-06,6.5859348978847265e-06,7.165726856328547e-06
710,6.009621529301512e-07,0.6850860118865967,0.004357545170933008,3.10367749989382e-06,3.530077947289101e-06,0.6850849390029907,9.34885065362323e-06,0.3663744032382965,0.027797136455774307,0.00016475169104523957,2.3685361156822182e-06,6.12980898040405e-07,7.700011337874457e-06,2.122494606737746e-06,5.730801603931468e-06,7.506551810365636e-06
720,6.855971150798723e-07,0.685086190700531,0.003029780462384224,2.985854962389567e-06,3.492369614832569e-06,0.6850850582122803,9.150367077381816e-06,0.3630223274230957,0.027638249099254608,0.00013614605995826423,2.423909791104961e-06,6.551868523274607e-07,7.988021934579592e-06,3.772051286432543e-06,6.705993655486964e-06,7.957484740472864e-06
730,6.516722237392969e-07,0.6850863099098206,0.003491327166557312,2.70570490101818e-06,3.5677662708621938e-06,0.6850851774215698,9.17150464374572e-06,0.35959577560424805,0.027465306222438812,0.0001049320271704346,2.361829274377669e-06,6.763012834198889e-07,8.362366315850522e-06,2.310598802068853e-06,6.113663403084502e-06,8.298950888274703e-06
740,6.184102403494762e-07,0.6850866079330444,0.002415718976408243,2.5895458293234697e-06,3.6023102438775823e-06,0.6850852966308594,9.04670923773665e-06,0.35613083839416504,0.027303457260131836,0.00011212241224711761,2.407660758763086e-06,5.741095492339809e-07,8.894813618098851e-06,1.4031505770617514e-06,5.685020369128324e-06,8.843443538353313e-06
750,6.107818535383558e-07,0.6850866675376892,0.00286704208701849,2.4174628379114438e-06,3.681528596644057e-06,0.6850854158401489,8.900424290914088e-06,0.35265058279037476,0.02710678242146969,9.68905515037477e-05,2.4459054657199886e-06,6.638937861680461e-07,9.363086974190082e-06,2.5944618755602278e-06,5.248250090517104e-06,9.231283911503851e-06
760,6.752329682058189e-07,0.6850869059562683,0.0027083726599812508,2.3308807612920646e-06,3.6502337934507523e-06,0.6850857734680176,8.798229828244075e-06,0.34916988015174866,0.026450946927070618,9.760507964529097e-05,2.4146052055584732e-06,6.100000291553442e-07,9.89303043752443e-06,2.238378101537819e-06,5.225037966738455e-06,9.920594493451063e-06
